2	4.25142e-18
4	9.95321e-05
6	0.000180967
8	0.000285298
10	-0.000465807
12	0.00267031
14	0.00145171
16	0.000441511
18	3.74678e-05
20	0.00246524
22	0.0019002
24	0.000152717
26	-0.00221318
28	0.00558167
30	0.00492779
32	0.00217873
34	0.00271685
36	0.00133417
38	0.000681571
40	8.55114e-05
42	0.00362771
44	-0.000170725
46	-0.00161147
48	0.00183798
50	-0.00028489
52	-0.00540274
54	0.00137791
56	-0.00308602
58	-0.0005572
60	0.00265237
62	-0.000638511
64	0.00151366
66	0.00350613
68	-0.00311932
70	0.000714193
72	-0.00114586
74	-0.00446234
76	0.00323418
78	-0.00152344
80	-0.00142249
82	-0.000737825
84	0.00452025
86	-0.000871162
88	-0.00147332
90	0.000537536
92	0.00357037
94	0.000860408
96	-0.00160973
98	-0.00149439
100	8.04774e-05
102	0.00134455
104	0.000658302
106	-0.0013529
108	2.80092e-05
110	-0.000986461
112	-0.00227159
114	0.000766372
116	0.000464931
118	0.000901618
120	-0.000727433
122	0.000240592
124	-8.33612e-05
126	0.000458146
128	-0.000747548
130	0.00131551
132	0.000570281
134	-0.000142062
136	-0.000273848
138	-0.00015093
140	-0.000520243
142	0.000476656
144	-4.80188e-05
146	-0.000553979
148	0.000291156
150	0.000409496
152	0.000408334
154	0.000213471
156	0.000143069
158	2.02832e-05
160	-9.93978e-05
162	0.000389389
164	-0.000105159
166	5.18388e-05
168	-3.31821e-05
170	4.26197e-06
172	0.000173316
174	0.000153946
176	6.28854e-06
178	0.000102058
180	5.74514e-05
182	0.000246171
184	-5.05668e-05
186	-6.30576e-05
188	-8.55968e-05
190	9.89705e-05
192	1.64262e-05
194	6.03323e-05
196	-0.000150554
198	5.16948e-05
200	5.94044e-05
