0	0
5.5	0
11	0
16.5	0
22	0
27.5	0
33	0
38.5	0
44	0
49.5	0
55	0
60.5	0
66	0
71.5	0
77	0
82.5	84.6686
88	78.2959
93.5	72.3489
99	66.8777
104.5	61.7234
110	56.8866
115.5	52.4893
121	48.4103
126.5	44.5461
132	41.1701
137.5	37.9493
143	34.9611
148.5	32.3723
154	29.8923
159.5	27.5811
165	25.5771
170.5	23.6655
176	21.8822
181.5	20.3066
187	18.811
192.5	17.4373
198	16.2
203.5	15.0956
209	13.9997
214.5	13.0296
220	12.0904
225.5	11.2298
231	10.5401
236.5	9.76915
242	9.13003
247.5	8.46625
253	7.92981
258.5	7.39393
264	6.89337
269.5	6.44981
275	6.06044
280.5	5.63205
286	5.33081
291.5	5.00782
297	4.66697
302.5	4.37013
308	4.10374
313.5	3.88365
319	3.60585
324.5	3.42545
330	3.18678
335.5	3.00927
341	2.81071
346.5	2.66809
352	2.52157
357.5	2.3667
363	2.23151
368.5	2.12627
374	1.96052
379.5	1.8774
385	1.76633
390.5	1.68327
396	1.58814
401.5	1.4849
407	1.40819
412.5	1.33874
418	1.26953
423.5	1.19276
429	1.11907
434.5	1.07408
440	1.03322
445.5	0.978898
451	0.929368
456.5	0.866971
462	0.824767
467.5	0.768766
473	0.751343
478.5	0.717102
484	0.681867
489.5	0.63943
495	0.611912
500.5	0.588931
506	0.557449
511.5	0.521597
517	0.504508
522.5	0.469426
528	0.457897
533.5	0.425228
539	0.414262
544.5	0.396603
550	0.376209
